,source,target,stimulation,inhibition,mode_of_action
694,Q96GD4,Q9NQS7,1,0,1.0
695,Q9NQS7,Q96GD4,0,0,0.1
696,Q05655,Q15717,1,0,1.0
697,P00519,P22681,1,0,1.0
698,P22681,P00519,0,0,0.1
699,P06401,P03372,1,0,1.0
700,P42684,P04040,1,0,1.0
701,Q9UBN7,Q15717,0,1,-1.0
702,P12931,P61978,0,0,0.1
703,Q13043,O43524,1,0,1.0
704,Q96GD4,O15392,0,1,-1.0
705,P51955,P35222,1,0,1.0
706,Q96GD4,Q9H0H5,1,0,1.0
707,Q96GD4,P08670,0,1,-1.0
708,P51955,Q8NG66,1,0,1.0
709,P00519,Q9UPY6,1,0,1.0
710,P12931,P42336,1,0,1.0
711,P42336,P12931,0,0,0.1
712,P42684,O15304,1,0,1.0
713,P42684,Q13671,1,0,1.0
714,Q13671,P42684,0,0,0.1
715,P00519,Q9Y6N7,0,1,-1.0
716,P00519,Q99638,1,0,1.0
717,P00519,Q13905,1,0,1.0
718,P00519,P29350,1,0,1.0
719,P29350,P00519,0,0,0.1
720,O43586,P00519,0,0,0.1
721,P00519,O43586,1,0,1.0
722,P12931,P10275,1,0,1.0
723,P24864,P24941,0,0,0.1
724,P24941,P24864,0,1,-1.0
725,P49841,P24864,0,1,-1.0
726,Q99640,P06493,0,1,-1.0
727,P00533,P42229,1,0,1.0
728,P00533,P40763,1,0,1.0
729,P40763,P00533,0,0,0.1
730,Q15303,P42229,1,0,1.0
731,P00533,P12004,1,0,1.0
732,P04626,P06493,0,1,-1.0
733,P21580,Q9UHD2,0,1,-1.0
734,Q14258,O95786,1,0,1.0
735,P21580,Q14164,0,1,-1.0
736,P37173,Q15796,1,0,1.0
737,Q15796,P37173,0,0,0.1
738,P36897,P84022,1,0,1.0
739,P36897,Q15796,1,0,1.0
740,Q15796,P36897,0,0,0.1
741,P31749,P84022,1,0,1.0
742,O95835,P46937,0,1,-1.0
743,Q13188,Q9NRM7,1,0,1.0
744,P07900,P31749,1,0,1.0
745,P31749,P07900,0,0,0.1
746,Q9NS23,Q13188,1,0,1.0
747,Q13188,O95835,1,0,1.0
748,P12931,Q03135,1,0,1.0
749,Q03135,P12931,0,0,0.1
750,Q13315,Q9NS23,1,0,1.0
751,P00533,Q03135,1,0,1.0
752,Q03135,P00533,0,0,0.1
753,P31749,P04792,0,1,-1.0
754,P04792,P25963,0,1,-1.0
755,Q16644,P04792,1,0,1.0
756,P28482,Q16539,0,0,0.1
757,Q16539,P28482,0,1,-1.0
758,P27361,Q16539,0,0,0.1
759,Q16539,P27361,0,1,-1.0
760,P10398,P36507,1,0,1.0
761,P15056,Q02750,1,0,1.0
762,Q02750,P15056,0,0,0.1
763,P04049,P36507,1,0,1.0
764,P36507,P04049,0,0,0.1
765,P15056,P36507,1,0,1.0
766,P36507,P15056,0,0,0.1
767,P28482,P15056,0,1,-1.0
768,P10398,Q02750,1,0,1.0
769,Q02750,P10398,0,0,0.1
770,P04049,P28482,0,0,0.1
771,P28482,P04049,1,0,1.0
772,P27361,P04049,1,0,1.0
773,P28482,P36507,0,0,0.1
774,P36507,P28482,1,0,1.0
775,P27361,Q15418,1,0,1.0
776,Q15418,P27361,0,0,0.1
777,Q15418,Q92934,0,1,-1.0
778,P27361,P15056,0,1,-1.0
779,P61088,Q12933,1,0,1.0
780,Q12933,P61088,0,0,0.1
781,P61088,Q9Y4K3,1,0,1.0
782,Q9Y4K3,P61088,0,0,0.1
783,Q12933,Q13489,1,0,1.0
784,Q13489,Q12933,0,0,0.1
785,P45983,P08047,1,0,1.0
786,P00519,P55211,1,0,1.0
787,P17947,P11215,1,0,1.0
788,P00519,P04040,1,0,1.0
789,P00519,O00213,1,0,1.0
790,P53350,P14635,1,0,1.0
791,P00519,P42684,1,0,1.0
792,P00519,Q8IZP0,1,0,1.0
793,Q8IZP0,P00519,0,0,0.1
794,O14757,Q9BXW9,1,0,1.0
795,P12931,P00519,1,0,1.0
796,P16871,P52333,0,0,0.1
797,P52333,P16871,1,0,1.0
798,P53350,O96017,1,0,1.0
799,O14965,Q9NS23,0,1,-1.0
800,Q01196,P07333,1,0,1.0
801,Q96FW1,P61088,0,1,-1.0
802,P15976,P17947,0,1,-1.0
803,P17947,P15976,0,0,0.1
804,Q13315,Q13541,0,0,0.1
805,Q13315,P15927,1,0,1.0
806,Q13535,P49736,1,0,1.0
807,Q13315,P25205,1,0,1.0
808,Q13315,P16220,0,1,-1.0
809,O15297,P04637,0,0,0.1
810,O15297,O14757,0,1,-1.0
811,P31749,Q00987,1,0,1.0
812,P31749,P49841,1,0,1.0
813,P49841,P31749,0,0,0.1
814,P28482,P55211,0,1,-1.0
815,P31749,P04049,0,1,-1.0
816,Q16611,P99999,1,0,1.0
817,Q16611,Q9NR28,1,0,1.0
818,Q07812,O43464,1,0,1.0
819,Q96LC9,Q92843,0,1,-1.0
820,Q14164,Q14653,1,0,1.0
821,Q14145,Q16236,0,1,-1.0
822,Q16236,Q14145,0,0,0.1
823,P42574,P09874,0,1,-1.0
824,P28482,P40763,1,0,1.0
825,P27361,P40763,1,0,1.0
826,Q07812,P99999,1,0,1.0
827,O15392,P42574,0,1,-1.0
828,Q13315,Q12888,1,0,1.0
829,P06400,Q14209,0,1,-1.0
830,P20333,P01375,0,0,0.1
831,P20333,Q12933,1,0,1.0
832,Q12933,P20333,0,0,0.1
833,Q9Y297,P30291,0,1,-1.0
834,P78527,Q14191,1,0,1.0
835,P78527,P16104,1,0,1.0
836,Q99933,P10415,1,0,1.0
837,Q13535,P38398,1,0,1.0
838,Q13535,O14757,1,0,1.0
839,P52564,Q9Y6R4,0,0,0.1
840,Q9Y6R4,P52564,1,0,1.0
841,Q99933,O75807,0,1,-1.0
842,Q9Y6R4,P45985,1,0,1.0
843,P48729,P04637,1,0,1.0
844,P24941,P30304,0,0,0.1
845,P30304,P24941,1,0,1.0
846,P42574,P98170,0,0,0.1
847,P98170,P42574,0,1,-1.0
848,Q13489,P42574,0,1,-1.0
849,P98170,P55211,0,1,-1.0
850,Q16236,P09601,1,0,1.0
851,Q13535,O75943,1,0,1.0
852,O14965,P04637,0,1,-1.0
853,P18146,P04637,1,0,1.0
854,P62805,Q12888,1,0,1.0
855,O14763,P50591,0,0,0.1
856,P04637,Q92466,1,0,1.0
857,O14763,Q13158,1,0,1.0
858,P19438,Q13546,1,0,1.0
859,Q13546,P19438,0,0,0.1
860,P19438,Q15628,1,0,1.0
861,Q15628,P19438,0,0,0.1
862,Q15628,Q12933,1,0,1.0
863,P19438,P01375,0,0,0.1
864,Q13490,P55211,0,1,-1.0
865,P53004,P05771,1,0,1.0
866,P06213,P35568,1,0,1.0
867,P11309,Q92934,0,1,-1.0
868,Q13635,Q99835,0,1,-1.0
869,O96017,P38398,1,0,1.0
870,P27694,Q9BX63,1,0,1.0
871,P46734,Q16539,1,0,1.0
872,Q16539,P46734,0,0,0.1
873,P61088,P16104,1,0,1.0
874,Q99683,P46734,1,0,1.0
875,P0DMV8,O14727,0,1,-1.0
876,Q99728,P38398,1,0,1.0
877,P42574,P55211,0,0,0.1
878,P55211,P42574,1,0,1.0
879,P31749,P56279,0,0,0.1
880,P56279,P31749,1,0,1.0
881,Q9P2K8,Q9BY44,0,1,-1.0
882,Q9NZJ5,Q9BY44,0,1,-1.0
883,P12931,P60953,1,0,1.0
884,P12931,P01112,1,0,1.0
885,P60953,Q13233,1,0,1.0
886,Q13233,P45985,1,0,1.0
887,Q13233,O14733,1,0,1.0
888,P45983,Q07817,0,1,-1.0
889,O43521,Q07812,1,0,1.0
890,Q13114,Q99558,0,1,-1.0
891,Q99558,Q13114,0,0,0.1
892,P98170,P55210,0,1,-1.0
893,Q9BY44,P18848,1,0,1.0
894,Q09472,P40763,1,0,1.0
895,O75925,P42224,1,0,1.0
896,Q9Y6X2,P40763,1,0,1.0
897,Q13546,Q14790,0,0,0.1
898,Q14790,Q13546,0,1,-1.0
899,P23458,P42224,1,0,1.0
900,O14733,P45983,1,0,1.0
901,P45983,O14733,0,0,0.1
902,Q16539,P35638,1,0,1.0
903,Q93009,P04637,1,0,1.0
904,Q6GPH4,P98170,0,1,-1.0
905,P11802,P24385,0,0,0.1
906,P24385,P11802,1,0,1.0
907,P31749,Q92934,0,1,-1.0
908,Q92934,P31749,0,0,0.1
909,P31749,P55211,0,1,-1.0
910,P31749,Q15118,0,0,0.1
911,Q15118,P31749,1,0,1.0
912,P45983,Q92934,0,1,-1.0
913,P31749,P16220,1,0,1.0
914,P45983,P55957,1,0,1.0
915,Q13794,P10415,0,1,-1.0
916,Q13794,Q07817,0,1,-1.0
917,Q00987,Q8N726,0,0,0.1
918,Q8N726,Q00987,0,1,-1.0
919,Q13153,P35222,1,0,1.0
920,O15519,Q14790,0,1,-1.0
921,P60953,Q13153,1,0,1.0
922,Q13153,P60953,0,0,0.1
923,P63000,Q13153,1,0,1.0
924,Q13153,P63000,0,0,0.1
925,Q07812,Q9NR28,1,0,1.0
926,O96017,Q01094,1,0,1.0
927,O14727,P55211,1,0,1.0
928,Q13158,Q14790,1,0,1.0
929,Q14790,Q13158,0,0,0.1
930,Q13315,Q9BXW9,1,0,1.0
931,P15153,Q13153,1,0,1.0
932,P16333,Q13153,1,0,1.0
933,Q13153,P16333,0,0,0.1
934,O43156,P42345,0,0,0.1
935,P25116,Q14344,1,0,1.0
936,Q9NT62,O95166,1,0,1.0
937,Q6UWZ7,P38398,1,0,1.0
938,P45983,P16104,1,0,1.0
939,O15169,Q13233,1,0,1.0
940,P07949,P29353,1,0,1.0
941,Q13547,Q99684,0,0,0.1
942,Q9H0R8,Q13501,1,0,1.0
943,Q06187,P51617,0,0,0.1
944,O43156,Q9Y4R8,0,0,0.1
945,P42345,Q9NQX3,0,0,0.1
946,P46734,Q00722,0,0,0.1
947,Q9BXL7,Q9UDY8,1,0,1.0
948,Q5EG05,Q9Y2G2,0,0,0.1
949,P35222,Q9UJU2,1,0,1.0
950,Q9UJU2,P35222,0,0,0.1
951,P05412,P15336,0,0,0.1
952,P15336,P05412,0,0,0.1
953,P12830,P35222,1,0,1.0
954,P35222,P12830,0,0,0.1
955,O00255,Q9BXW9,1,0,1.0
956,Q13619,Q92466,0,0,0.1
957,Q96Q15,Q9Y4R8,0,0,0.1
958,O14492,P22681,1,0,1.0
959,P10747,P62993,1,0,1.0
960,Q9C000,Q9ULZ3,0,0,0.1
961,Q92585,Q06330,1,0,1.0
962,P52564,Q00722,0,0,0.1
963,P08581,Q13480,1,0,1.0
964,Q13480,P08581,0,0,0.1
965,P25942,Q9Y4K3,0,0,0.1
966,P25942,Q13114,1,0,1.0
967,Q9BX63,P38398,1,0,1.0
968,Q96P20,Q9ULZ3,0,0,0.1
969,O95166,O95352,0,0,0.1
970,O95352,O95166,1,0,1.0
971,O95352,P60520,1,0,1.0
972,P60520,O95352,1,0,1.0
973,P46821,Q9GZQ8,0,0,0.1
974,Q13535,Q9Y4R8,0,0,0.1
975,O14640,P63000,1,0,1.0
976,Q9NS23,P26927,1,0,1.0
977,P27694,P54132,0,0,0.1
978,P00519,P46108,1,0,1.0
979,P46108,P00519,0,0,0.1
980,P00533,P19174,1,0,1.0
981,P60520,Q13501,1,0,1.0
982,P42345,P62942,0,0,0.1
983,P62942,P42345,0,1,-1.0
984,O95999,Q9BXL7,0,0,0.1
985,Q9BXL7,O95999,0,0,0.1
986,O14492,P62993,0,0,0.1
987,P62993,Q13480,1,0,1.0
988,Q13480,P62993,0,0,0.1
989,Q6P1J9,P35222,1,0,1.0
990,Q9H492,Q13501,1,0,1.0
991,O15169,P35222,1,0,1.0
992,P00533,P04626,1,0,1.0
993,P04626,P00533,0,0,0.1
994,P00533,P21860,1,0,1.0
995,P61244,P01106,1,0,1.0
996,Q06187,Q99836,0,0,0.1
997,Q92993,Q9Y230,0,0,0.1
998,Q14596,O95166,1,0,1.0
999,O14640,O15169,0,1,-1.0
1000,Q92993,Q9Y265,0,0,0.1
1001,P12931,P04049,1,0,1.0
1002,Q9NYJ8,P49116,1,0,1.0
1003,Q8IUQ4,Q9HB71,0,0,0.1
1004,P63208,Q9HB71,0,0,0.1
1005,P01106,Q13105,0,1,-1.0
1006,O95352,Q9H492,1,0,1.0
1007,P49768,P12830,1,0,1.0
1008,P49768,P35222,0,1,-1.0
1009,O00255,Q04206,0,1,-1.0
1010,P11388,Q13526,0,0,0.1
1011,Q9H492,Q9NT62,1,0,1.0
1012,Q14596,Q9H0R8,1,0,1.0
1013,Q9H492,Q9Y4P1,0,0,0.1
1014,Q04206,Q15653,1,0,1.0
1015,P37173,P01137,0,0,0.1
1016,P04637,P42224,0,0,0.1
1017,Q8WWW0,Q9NS23,1,0,1.0
1018,P01112,Q8WWW0,1,0,1.0
1019,P62993,Q05397,1,0,1.0
1020,Q05397,P62993,0,0,0.1
1021,P14778,P01584,0,0,0.1
1022,P01112,Q9NS23,1,0,1.0
1023,P04629,P29353,1,0,1.0
1024,P20963,P43403,1,0,1.0
1025,P43403,P20963,0,0,0.1
1026,P62877,Q13616,1,0,1.0
1027,O15111,Q9Y6K9,0,0,0.1
1028,Q9Y6K9,O15111,1,0,1.0
1029,O43318,P45985,1,0,1.0
1030,O43318,Q9Y6K9,1,0,1.0
1031,P15498,Q13588,1,0,1.0
1032,O43318,P52564,1,0,1.0
1033,P52564,O43318,0,0,0.1
1034,Q04759,O43318,1,0,1.0
1035,P15498,P61586,1,0,1.0
1036,O15524,P23458,1,0,1.0
1037,P23458,O15524,0,0,0.1
1038,Q99683,P45985,1,0,1.0
1039,Q99683,O14733,1,0,1.0
1040,P52564,Q99683,0,0,0.1
1041,Q99683,P52564,1,0,1.0
1042,P01112,P04049,1,0,1.0
1043,P04049,P01112,0,0,0.1
1044,O43318,P30086,0,0,0.1
1045,P30086,O43318,1,0,1.0
1046,P52564,Q9UL54,0,0,0.1
1047,Q9UL54,P52564,1,0,1.0
1048,Q9BY84,Q9UQF2,1,0,1.0
1049,P23458,P29350,0,0,0.1
1050,P29350,P23458,1,0,1.0
1051,P15498,P43405,1,0,1.0
1052,P43405,P15498,0,0,0.1
1053,P15498,P22681,1,0,1.0
1054,P22681,P15498,0,0,0.1
1055,Q15759,Q8IW41,1,0,1.0
1056,Q8IW41,Q15759,0,0,0.1
1057,Q13705,P36896,1,0,1.0
1058,P46531,O15111,1,0,1.0
1059,P23458,P48551,0,0,0.1
1060,P48551,P23458,1,0,1.0
1061,P23458,Q13651,0,0,0.1
1062,Q13651,P23458,1,0,1.0
1063,Q06124,Q13480,0,1,-1.0
1064,Q13480,Q06124,0,0,0.1
1065,P23458,Q9HBE5,0,0,0.1
1066,Q9HBE5,P23458,1,0,1.0
1067,P29350,P43403,0,1,-1.0
1068,P43403,P29350,0,0,0.1
1069,P07948,P27986,1,0,1.0
1070,P10826,P19793,1,0,1.0
1071,P19793,P10826,0,0,0.1
1072,P17181,P23458,1,0,1.0
1073,P23458,P17181,0,0,0.1
1074,P23458,P52630,1,0,1.0
1075,P17181,P29597,0,0,0.1
1076,P29597,P17181,1,0,1.0
1077,P15260,P23458,1,0,1.0
1078,P23458,P15260,0,0,0.1
1079,P29597,P40763,1,0,1.0
1080,P42224,Q00978,1,0,1.0
1081,P52630,Q00978,1,0,1.0
1082,Q00978,P52630,0,0,0.1
1083,O14920,P25963,1,0,1.0
1084,O14920,Q15653,0,1,-1.0
1085,O15111,P25963,0,1,-1.0
1086,P25963,O15111,0,0,0.1
1087,P18031,P29597,1,0,1.0
1088,P27361,Q07889,1,0,1.0
1089,O60674,Q06124,1,0,1.0
1090,Q06124,O60674,0,0,0.1
1091,P84022,P46531,1,0,1.0
1092,Q13115,P28482,1,0,1.0
1093,P27361,Q13115,0,0,0.1
1094,Q13115,P27361,1,0,1.0
1095,Q16539,P15336,1,0,1.0
1096,P27361,P19419,1,0,1.0
1097,Q15418,P01100,1,0,1.0
1098,P45983,P19419,1,0,1.0
1099,P52333,P42229,1,0,1.0
1100,P15336,P45983,0,0,0.1
1101,P45983,P15336,1,0,1.0
1102,P40189,O60674,1,0,1.0
1103,Q16539,P19419,1,0,1.0
1104,O43318,P46734,1,0,1.0
1105,P23458,Q06124,1,0,1.0
1106,Q06124,P23458,0,0,0.1
1107,Q92918,Q16584,1,0,1.0
1108,P45983,P28324,1,0,1.0
1109,P27361,P28324,1,0,1.0
1110,Q13115,P45983,1,0,1.0
1111,P46531,Q06330,1,0,1.0
1112,Q16539,Q06413,1,0,1.0
1113,O15105,P36897,1,0,1.0
1114,P27361,Q15797,1,0,1.0
1115,O43541,Q15797,1,0,1.0
1116,Q13164,Q06413,1,0,1.0
1117,P01111,P04049,1,0,1.0
1118,P08069,O14654,1,0,1.0
1119,Q15759,O75582,1,0,1.0
1120,P28482,O75582,1,0,1.0
1121,P00533,P29353,1,0,1.0
1122,Q04771,Q15797,1,0,1.0
1123,Q13164,Q02078,1,0,1.0
1124,O00238,Q99717,1,0,1.0
1125,O00238,Q15797,1,0,1.0
1126,P27361,O75676,1,0,1.0
1127,O14733,O43318,0,0,0.1
1128,O43318,O14733,1,0,1.0
1129,O43541,P36897,1,0,1.0
1130,O15105,P84022,1,0,1.0
1131,O43541,P84022,1,0,1.0
1132,O15105,Q15796,1,0,1.0
1133,O43541,Q15796,1,0,1.0
1134,P28482,Q16828,0,1,-1.0
1135,Q16828,P28482,0,0,0.1
1136,P28482,P28562,0,0,0.1
1137,P28562,P28482,1,0,1.0
1138,P27361,Q16828,0,0,0.1
1139,Q16828,P27361,1,0,1.0
1140,Q16539,Q16644,1,0,1.0
1141,Q16644,Q16539,0,0,0.1
1142,P28482,P84022,1,0,1.0
1143,P27361,P84022,1,0,1.0
1144,P28482,Q15796,1,0,1.0
1145,P27361,Q15796,1,0,1.0
1146,O14543,P23458,1,0,1.0
1147,P23458,O14543,0,0,0.1
1148,O14672,Q04721,1,0,1.0
1149,P46734,Q9UL54,0,0,0.1
1150,Q9UL54,P46734,1,0,1.0
1151,Q04771,Q99717,1,0,1.0
1152,P00533,P22681,1,0,1.0
1153,P22681,P00533,0,0,0.1
1154,O14543,O60674,1,0,1.0
1155,Q16584,Q9UPT6,0,0,0.1
1156,Q9UPT6,Q16584,1,0,1.0
1157,O14733,Q9UPT6,0,0,0.1
1158,Q9UPT6,O14733,1,0,1.0
1159,P18031,P35568,1,0,1.0
1160,Q9UQ13,P01116,1,0,1.0
1161,Q13485,Q9UJU2,1,0,1.0
1162,P29350,P52333,1,0,1.0
1163,Q86Y01,P46531,1,0,1.0
1164,O14733,P53779,1,0,1.0
1165,O14733,P45984,1,0,1.0
1166,P52564,P53778,1,0,1.0
1167,P45985,P53779,1,0,1.0
1168,P53779,P45985,0,0,0.1
1169,P52564,Q16539,1,0,1.0
1170,Q16539,P52564,0,0,0.1
1171,P45984,P45985,0,0,0.1
1172,P45985,P45984,1,0,1.0
1173,Q13163,Q13164,1,0,1.0
1174,Q13164,Q13163,0,0,0.1
1175,O95405,Q15796,1,0,1.0
1176,Q9Y2U5,P45985,1,0,1.0
1177,Q9Y2U5,Q02750,1,0,1.0
1178,Q9UKB1,P84022,1,0,1.0
1179,P36896,Q15796,1,0,1.0
1180,P51617,Q15750,1,0,1.0
1181,P51617,Q9NYJ8,1,0,1.0
1182,P08069,P35568,1,0,1.0
1183,O60674,P51692,1,0,1.0
1184,O15524,O60674,1,0,1.0
1185,O60674,O15524,0,0,0.1
1186,Q9NSE2,P16471,1,0,1.0
1187,P01106,P84022,1,0,1.0
1188,O15169,P48730,0,0,0.1
1189,P48730,O15169,1,0,1.0
1190,O14733,Q9NYL2,0,0,0.1
1191,Q9NYL2,O14733,1,0,1.0
1192,P17706,P23458,1,0,1.0
1193,O75582,P16220,1,0,1.0
1194,O75582,P18846,1,0,1.0
1195,P35222,Q9Y2T1,1,0,1.0
1196,Q9Y2T1,P35222,0,0,0.1
1197,Q13153,P04049,1,0,1.0
1198,P08575,P52333,1,0,1.0
1199,O60674,P15260,0,0,0.1
1200,P15260,O60674,1,0,1.0
1201,O95405,P36897,1,0,1.0
1202,P36897,O95405,0,0,0.1
1203,P51452,P28482,1,0,1.0
1204,P51452,Q16539,1,0,1.0
1205,P51452,P45983,1,0,1.0
1206,O15105,Q9HCE7,0,0,0.1
1207,Q9HCE7,O15105,1,0,1.0
1208,P35222,Q99697,1,0,1.0
1209,P04626,P21860,1,0,1.0
1210,O14672,Q9UM47,1,0,1.0
1211,P12757,P84022,1,0,1.0
1212,P12755,P84022,1,0,1.0
1213,P12755,Q13485,1,0,1.0
1214,P12755,Q15796,1,0,1.0
1215,P52333,P40763,1,0,1.0
1216,Q13485,Q15796,0,0,0.1
1217,Q15796,Q13485,1,0,1.0
1218,P84022,Q13485,1,0,1.0
1219,Q9ULV1,O14641,1,0,1.0
1220,Q15797,Q13485,1,0,1.0
1221,P29350,O15524,1,0,1.0
1222,P36897,P37023,1,0,1.0
1223,P37023,P36897,0,0,0.1
1224,O60674,P42224,1,0,1.0
1225,P23458,P38484,0,0,0.1
1226,P38484,P23458,1,0,1.0
1227,P16220,P98177,1,0,1.0
1228,P22681,Q96JA1,0,0,0.1
1229,Q96JA1,P22681,1,0,1.0
1230,P00533,Q96JA1,1,0,1.0
1231,Q96JA1,P00533,0,0,0.1
1232,P29590,O95405,1,0,1.0
1233,P29590,P84022,1,0,1.0
1234,P29590,Q15796,1,0,1.0
1235,P27361,P49407,0,1,-1.0
1236,P35222,O15105,1,0,1.0
1237,O60674,P42229,1,0,1.0
1238,P18031,O60674,1,0,1.0
1239,P18031,P40763,1,0,1.0
1240,O60674,P29350,0,0,0.1
1241,P29350,O60674,1,0,1.0
1242,Q96JA1,P21860,1,0,1.0
1243,Q96JA1,P04626,1,0,1.0
1244,Q96JA1,Q15303,1,0,1.0
1245,P42702,P40189,1,0,1.0
1246,P01116,P04049,1,0,1.0
1247,P04049,P01116,0,0,0.1
1248,O75581,O15169,1,0,1.0
1249,O60674,P38484,0,0,0.1
1250,P38484,O60674,1,0,1.0
1251,Q15750,Q16539,0,0,0.1
1252,Q16539,Q15750,0,1,-1.0
1253,Q13705,P36894,1,0,1.0
1254,P36897,P37173,0,0,0.1
1255,P37173,P36897,1,0,1.0
1256,Q13873,Q04771,1,0,1.0
1257,Q13873,O00238,1,0,1.0
1258,Q13873,P18075,0,0,0.1
1259,P35813,P84022,1,0,1.0
1260,P35813,Q15796,1,0,1.0
1261,P35813,Q15797,1,0,1.0
1262,Q96EB6,O15105,1,0,1.0
1263,P27361,P42229,1,0,1.0
1264,P01116,P15056,1,0,1.0
1265,P01112,P15056,1,0,1.0
1266,P15056,P01112,0,0,0.1
1267,P49841,P84022,1,0,1.0
1268,P27361,P01106,1,0,1.0
1269,P46531,Q16665,1,0,1.0
1270,O15524,P15260,1,0,1.0
1271,Q06124,P42224,1,0,1.0
1272,P67775,P84022,0,0,0.1
1273,P12931,P37173,1,0,1.0
1274,Q96J02,O15105,1,0,1.0
1275,P49840,P49815,1,0,1.0
1276,P31749,P35222,1,0,1.0
1277,P45984,P35222,1,0,1.0
1278,P22681,P16234,1,0,1.0
1279,P09619,P29353,1,0,1.0
1280,P17948,P19174,1,0,1.0
1281,P04629,Q8WU20,1,0,1.0
1282,P04629,P19174,1,0,1.0
1283,P29320,P46108,1,0,1.0
1284,P29376,P35568,1,0,1.0
1285,P29376,P48736,1,0,1.0
1286,P29376,P22681,1,0,1.0
1287,Q02763,Q15389,0,0,0.1
1288,Q02763,Q8NFZ5,1,0,1.0
1289,Q15078,Q8IWU2,1,0,1.0
1290,P00519,P42345,1,0,1.0
1291,Q13882,Q9UGK3,1,0,1.0
1292,P11362,Q8WU20,0,1,-1.0
1293,O43639,Q05397,1,0,1.0
1294,P10586,P35568,1,0,1.0
1295,P00533,P03372,1,0,1.0
1296,P10276,P19793,1,0,1.0
1297,P19793,P10276,0,0,0.1
1298,P10276,P28702,0,0,0.1
1299,P28702,P10276,1,0,1.0
1300,P13631,P19793,0,0,0.1
1301,P19793,P13631,1,0,1.0
1302,P13631,P28702,1,0,1.0
1303,P28702,P13631,1,0,1.0
1304,P19793,Q07869,1,0,1.0
1305,Q07869,P19793,0,0,0.1
1306,P19793,P37231,1,0,1.0
1307,P37231,P19793,0,0,0.1
1308,P19793,Q13133,1,0,1.0
1309,Q13133,P19793,0,0,0.1
1310,P28702,P37231,1,0,1.0
1311,P37231,P28702,0,0,0.1
1312,P24468,P19793,1,0,1.0
1313,P10276,P48443,0,0,0.1
1314,P48443,P10276,1,0,1.0
1315,P19793,P55055,0,0,0.1
1316,P55055,P19793,1,0,1.0
1317,P37231,P48443,1,0,1.0
1318,P48443,P37231,0,0,0.1
1319,P03372,Q92731,1,0,1.0
1320,P10275,P35222,1,0,1.0
1321,Q15596,P19793,1,0,1.0
1322,Q15596,P37231,1,0,1.0
1323,P23458,P42226,1,0,1.0
1324,O60674,P42226,1,0,1.0
1325,O15105,Q9HAU4,1,0,1.0
1326,Q9HAU4,O15105,0,0,0.1
1327,Q9HAU4,P36897,1,0,1.0
1328,Q16539,Q9BY84,0,0,0.1
1329,Q9BY84,Q16539,0,1,-1.0
1330,P27361,Q15121,0,0,0.1
1331,Q15121,P27361,1,0,1.0
1332,Q15796,Q9HAU4,0,0,0.1
1333,Q9HAU4,Q15796,1,0,1.0
1334,Q16539,P61244,1,0,1.0
1335,Q12851,Q13233,1,0,1.0
1336,P06241,P29353,1,0,1.0
1337,P15514,P04626,1,0,1.0
1338,P31785,P52333,1,0,1.0
1339,P52333,P31785,0,0,0.1
1340,P24394,P31785,1,0,1.0
1341,P49841,P05412,1,0,1.0
1342,P27361,P17542,1,0,1.0
1343,P29353,Q13588,1,0,1.0
1344,P29597,P78552,0,0,0.1
1345,P78552,P29597,1,0,1.0
1346,P01116,Q13233,1,0,1.0
1347,Q16584,P45985,1,0,1.0
1348,P00533,P98077,1,0,1.0
1349,P00533,Q92529,1,0,1.0
1350,O95819,Q13233,1,0,1.0
1351,P24394,P78552,0,0,0.1
1352,P78552,P24394,1,0,1.0
1353,Q92918,Q13233,1,0,1.0
1354,Q16584,P46734,1,0,1.0
1355,P21333,P45985,1,0,1.0
1356,P45985,P21333,0,0,0.1
1357,P28562,P45983,1,0,1.0
1358,P45983,P28562,0,0,0.1
1359,O60674,P15509,0,0,0.1
1360,P15509,O60674,1,0,1.0
1361,Q16539,Q9HBH9,1,0,1.0
1362,P27361,Q9HBH9,1,0,1.0
1363,P27361,Q9BUB5,1,0,1.0
1364,Q16539,Q9BUB5,1,0,1.0
1365,Q9BUB5,Q16539,0,0,0.1
1366,P35222,P15884,1,0,1.0
1367,Q02750,Q13153,0,0,0.1
1368,Q13153,Q02750,1,0,1.0
1369,O43187,P14778,0,0,0.1
1370,P14778,O43187,1,0,1.0
1371,Q9Y297,P35222,1,0,1.0
1372,Q92997,Q92837,1,0,1.0
1373,Q15796,P16220,1,0,1.0
1374,P04626,P29353,1,0,1.0
1375,Q9UHA4,P27361,1,0,1.0
1376,Q9UKB1,P35222,0,1,-1.0
1377,Q7L7X3,P46734,1,0,1.0
1378,O75676,Q16539,0,0,0.1
1379,Q16539,O75676,1,0,1.0
1380,P60953,Q16584,1,0,1.0
1381,Q9UQF2,Q02779,1,0,1.0
1382,Q9UQF2,Q12852,1,0,1.0
1383,Q9UQF2,O14733,1,0,1.0
1384,P29597,P42229,1,0,1.0
1385,O43318,O95819,0,0,0.1
1386,O95819,O43318,1,0,1.0
1387,Q8NER5,Q15796,1,0,1.0
1388,P17612,P04049,1,0,1.0
1389,P17252,P04049,1,0,1.0
1390,P27361,P28562,0,0,0.1
1391,P28562,P27361,1,0,1.0
1392,P28482,Q07889,1,0,1.0
1393,Q96EB6,P98177,1,0,1.0
1394,P29353,Q92835,1,0,1.0
